,Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Starting Salary,End Salary
430,Data Scientist,1.0,Falcon IT & Staffing Solutions,"Fort Belvoir, VA","Washington, DC",Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,79000,133000
431,Data Scientist,1.0,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH",1 to 50 employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,79000,133000
432,Data Engineer,4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),79000,133000
433,Data Scientist,3.6,DataLab USA,"Germantown, MD","Germantown, MD",51 to 200 employees,Unknown,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,79000,133000
434,Data Scientist,3.1,Werner Enterprises Inc,"Omaha, NE","Omaha, NE",10000+ employees,1956,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$2 to $5 billion (USD),79000,133000
435,Data Scientist,5.0,PeopleCom,"McLean, VA","Reston, VA",1 to 50 employees,Unknown,Company - Private,Unknown,Unknown,$1 to $5 million (USD),79000,133000
436,Data Scientist - Machine Learning,5.0,VANTA Partners,"Open Fork, VA","Clifton Park, NY",1 to 50 employees,2018,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,79000,133000
437,Data Scientist,1.0,B4Corp,"Reston, VA","Leesburg, VA",51 to 200 employees,Unknown,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,79000,133000
438,Data Scientist,1.0,"Blue Icy Water, LLC",United States,"Livonia, MI",1 to 50 employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,79000,133000
439,Data Scientist,3.5,"Farmer's Business Network, Inc.","San Carlos, CA","San Carlos, CA",201 to 500 employees,2014,Company - Private,Farm Support Services,Agriculture & Forestry,Unknown / Non-Applicable,79000,133000
440,Data Scientist,1.0,Sonde Health,"Boston, MA","Boston, MA",1 to 50 employees,Unknown,Private Practice / Firm,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),79000,133000
441,Data Scientist,5.0,Maxiom,"Ashburn, VA","Ashburn, VA",1 to 50 employees,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,79000,133000
442,Data Scientist,2.7,Change Healthcare,"Lombard, IL","Nashville, TN",10000+ employees,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,79000,133000
443,Data Scientist,4.1,DCS Corp,"Hampton, VA","Alexandria, VA",1001 to 5000 employees,1977,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),79000,133000
444,Data Scientist,2.1,Hive (CA),"San Francisco, CA","Los Angeles, CA",Unknown,2019,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,79000,133000
445,Machine Learning Engineer/Scientist,4.8,Jane Street,"New York, NY","New York, NY",501 to 1000 employees,2000,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,79000,133000
446,Data Scientist - Intermediate,4.5,Envision LLC,"Saint Louis, MO","Saint Louis, MO",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),69000,116000
447,Principal Data Scientist,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),69000,116000
448,Data Scientist,3.3,Hackensack Meridian Health,"Edison, NJ","Edison, NJ",10000+ employees,Unknown,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),69000,116000
449,"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),69000,116000
450,Data Scientist,3.2,Net2Source Inc.,"Alpharetta, GA","Somerset, NJ",1001 to 5000 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),69000,116000
451,Data Scientist,3.2,The Trade Desk,"Boulder, CO","Ventura, CA",1001 to 5000 employees,2009,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,69000,116000
452,Data Scientist- Industrial Discrete Sector Industry,3.7,IBM,"Atlanta, GA","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),69000,116000
453,Data Scientist,4.4,Knowesis Inc.,"Falls Church, VA","Fairfax, VA",51 to 200 employees,2007,Company - Private,Consulting,Business Services,$25 to $50 million (USD),69000,116000
454,Data Scientist,3.1,MoTek Technologies,"Mountain View, CA","San Jose, CA",1 to 50 employees,2009,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),69000,116000
455,Data Scientist,3.3,The Davey Tree Expert Company,"Kent, OH","Kent, OH",10000+ employees,1880,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),69000,116000
456,Data Scientist,3.5,HPOne,"Trumbull, CT","Trumbull, CT",501 to 1000 employees,2006,Company - Private,Insurance Carriers,Insurance,$50 to $100 million (USD),69000,116000
457,Data Scientist,1.0,Stride Search,"San Francisco, CA","Westlake Village, CA",1 to 50 employees,Unknown,Company - Private,Unknown,Unknown,Less than $1 million (USD),69000,116000
458,Machine Learning Engineer,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,69000,116000
459,Data Scientist,1.0,Blue Cloak LLC,"Sterling, VA",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,69000,116000
460,Data Scientist,2.7,TBWA\Chiat\Day,"New York, NY","New York, NY",1001 to 5000 employees,1968,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),69000,116000
461,Data Scientist,3.5,ThreeBridge Solutions,"Alpharetta, GA","Minneapolis, MN",501 to 1000 employees,2009,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,69000,116000
462,Data Scientist,3.2,"Numeric, LLC","Philadelphia, PA","Chadds Ford, PA",1 to 50 employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),69000,116000
463,Data Analyst - Unilever Prestige,3.8,Dermalogica,"Carson, CA","Carson, CA",201 to 500 employees,1986,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),69000,116000
464,Data Scientist,4.2,Centraprise,"Foster City, CA","Edison, NJ",51 to 200 employees,Unknown,Company - Private,IT Services,Information Technology,Less than $1 million (USD),69000,116000
465,Data Scientist,4.8,TechProjects,"New York, NY","North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,69000,116000
466,Data Scientist,4.2,DW Simpson,"Frederick, MD","Chicago, IL",51 to 200 employees,1989,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),69000,116000
467,Data & Machine Learning Scientist,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,31000,56000
468,Data Scientist,4.0,Grid Dynamics,"Santa Clara, CA","San Ramon, CA",1001 to 5000 employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),31000,56000
469,"VP, Data Science",3.9,7Park Data,"New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,31000,56000
470,Senior Business Intelligence Analyst,3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",1001 to 5000 employees,1999,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),31000,56000
471,Data Scientist,3.9,LinQuest,"Colorado Springs, CO","Los Angeles, CA",501 to 1000 employees,2004,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),31000,56000
472,Data Engineer - Kafka,3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),31000,56000
473,Data Scientist,4.0,Trexquant Investment,United States,"Stamford, CT",1 to 50 employees,2012,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,31000,56000
474,Data Scientist,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),31000,56000
475,Data Scientist,3.7,Fleetcor,"Atlanta, GA","Atlanta, GA",5001 to 10000 employees,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),31000,56000
476,Data Scientist,4.5,Radiant Digital,"Washington, DC","New York, NY",1 to 50 employees,Unknown,Company - Private,Unknown,Unknown,Less than $1 million (USD),31000,56000
477,Data Scientist,2.8,Child Care Aware of America,"Arlington, VA","Arlington, VA",51 to 200 employees,1987,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),31000,56000
478,Data Scientist,4.1,IntelliPro Group Inc.,"Santa Clara, CA","Santa Clara, CA",201 to 500 employees,Unknown,Company - Private,Unknown,Unknown,$10 to $25 million (USD),31000,56000
479,In-Line Inspection Data Analyst,2.9,Quest Integrity,"Tulsa, OK","Kent, WA",201 to 500 employees,1996,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),31000,56000
480,Data Scientist,4.7,Praxis Engineering,"Chantilly, VA","Annapolis Junction, MD",201 to 500 employees,2002,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),31000,56000
481,Data Scientist,3.4,USI,"Southfield, MI","Saint Paul, MN",1001 to 5000 employees,1998,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),31000,56000
482,Data Scientist,3.9,Apex Systems,"San Francisco, CA","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),31000,56000
483,Data Scientist,2.9,"Pragmatics, Inc.",United States,"Reston, VA",201 to 500 employees,1985,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),31000,56000
484,Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),31000,56000
485,Data Scientist,4.9,Cambridge Mobile Telematics,"Cambridge, MA","Cambridge, MA",1 to 50 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,31000,56000
486,Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),31000,56000
487,"Data Scientist, Applied Machine Learning - Bay Area",3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,95000,119000
488,Data Scientist,3.5,The Knot Worldwide,"Washington, DC","Chevy Chase, MD",1001 to 5000 employees,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,95000,119000
489,Data Scientist,3.5,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",1 to 50 employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),95000,119000
490,Data Scientist,4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1 to 50 employees,Unknown,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),95000,119000
491,Data Analyst,3.9,Nolij Consulting,"Falls Church, VA","Vienna, VA",51 to 200 employees,2012,Company - Public,Consulting,Business Services,$1 to $5 million (USD),95000,119000
492,Data Scientist,3.4,Dice.com,"Newton, MA","Denver, CO",201 to 500 employees,1990,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),95000,119000
493,Data Scientist,3.5,Gap Inc.,"San Francisco, CA","San Francisco, CA",10000+ employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),95000,119000
494,Data Scientist,4.7,"Tygart Technology, Inc","Washington, DC","Fairmont, WV",1 to 50 employees,Unknown,Company - Private,Unknown,Unknown,$1 to $5 million (USD),95000,119000
495,Data Scientist,1.0,Hatch Data Inc,"San Francisco, CA",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,95000,119000
496,Data Scientist,1.0,Hatch Data Inc,"San Francisco, CA",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,95000,119000
497,Data Scientist,1.0,Hatch Data Inc,"San Francisco, CA",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,95000,119000
498,Data Scientist,1.0,Hatch Data Inc,"San Francisco, CA",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,95000,119000
499,Data Scientist,1.0,Hatch Data Inc,"San Francisco, CA",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,95000,119000
500,Data Scientist,1.0,Hatch Data Inc,"San Francisco, CA",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,95000,119000
501,Data Scientist,4.6,Murray Resources,"The Woodlands, TX","Houston, TX",1 to 50 employees,1988,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),95000,119000
502,Data Scientist,4.0,New York Technology Partners,"Seattle, WA","Jersey City, NJ",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),95000,119000
503,Data Scientist,4.0,Two95 International Inc.,"Chicago, IL","Cherry Hill, NJ",1 to 50 employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),95000,119000
504,Data Scientist,1.0,Sophinea,"Chantilly, VA",Unknown,1 to 50 employees,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,95000,119000
505,Data Scientist,4.7,CRS Group,"Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),95000,119000
506,Data Scientist,3.5,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",51 to 200 employees,1998,Company - Private,Consulting,Business Services,$25 to $50 million (USD),95000,119000
507,Data Scientist - TS/SCI Required,5.0,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),95000,119000
508,Senior Principal Data Scientist (Python/R),4.1,Roche,"Pleasanton, CA","Basel, Switzerland",10000+ employees,1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),212000,331000
509,"Real World Science, Data Scientist",4.0,AstraZeneca,"Wilmington, DE","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),212000,331000
510,Data Scientist,3.6,Creative Circle,United States,"Los Angeles, CA",201 to 500 employees,2002,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,212000,331000
511,Data Scientist(s)/Machine Learning Engineer,5.0,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,212000,331000
512,Senior Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,Unknown,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),212000,331000
513,Data Scientist,4.7,Sharpedge Solutions Inc,"Seattle, WA","Lombard, IL",Unknown,Unknown,Company - Private,Publishing,Media,Less than $1 million (USD),212000,331000
514,Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,Unknown,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),212000,331000
515,Data Scientist,3.6,Alaka`ina Foundation Family of Companies,"Fort Sam Houston, TX","Honolulu, HI",501 to 1000 employees,Unknown,Government,Unknown,Unknown,Unknown / Non-Applicable,212000,331000
516,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),212000,331000
517,Data Scientist,2.7,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",51 to 200 employees,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,212000,331000
518,Data Science Software Engineer,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,212000,331000
519,"Scientist / Group Lead, Cancer Biology",1.0,Monte Rosa Therapeutics,"Cambridge, MA",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,212000,331000
520,Data Scientist,4.0,Comtech Global Inc,"Washington, DC","Columbus, OH",51 to 200 employees,Unknown,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),212000,331000
521,Data Scientist,3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA",51 to 200 employees,2010,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),212000,331000
522,"Manager, Field Application Scientist, Southeast",4.2,10x Genomics,"Raleigh, NC","Pleasanton, CA",501 to 1000 employees,2012,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,212000,331000
523,COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,3.9,Southwest Research Institute,"Dayton, OH","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),212000,331000
524,Data Scientist,1.0,CompuForce,"New York, NY","New York, NY",Unknown,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,212000,331000
525,Data Scientist,4.5,Smith Hanley Associates,"Washington, DC","New York, 061",1 to 50 employees,1980,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,212000,331000
526,Scientist - Machine Learning,3.5,Allen Institute,"Seattle, WA","Seattle, WA",201 to 500 employees,2003,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),212000,331000
527,Data Scientist,2.7,1-800-Flowers,"New York, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),212000,331000
528,Data Scientist,3.5,Aptive,"Washington, DC","Alexandria, VA",51 to 200 employees,2012,Company - Private,Consulting,Business Services,$25 to $50 million (USD),212000,331000
529,Data Scientist - Image and Video Analytics,4.9,The Mom Project,"Longmont, CO","Chicago, IL",1 to 50 employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,66000,112000
530,Data Scientist,3.6,Powertek,"Washington, DC","Rockville, MD",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),66000,112000
531,Data Scientist,5.0,JCD Staffing,"Washington, DC","Germantown, MD",1 to 50 employees,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,66000,112000
532,Data Scientist,3.1,Bayside Solutions,"Sunnyvale, CA","Pleasanton, CA",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),66000,112000
533,Senior Data Engineer,3.9,Thumbtack,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,66000,112000
534,Data Scientist,3.4,"MILVETS Systems Technology, Inc.","Patuxent, Anne Arundel, MD","Orlando, FL",51 to 200 employees,1986,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),66000,112000
535,Machine Learning Scientist / Engineer,4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),66000,112000
536,Data Scientist,4.1,Kforce,"Fairfax, VA","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),66000,112000
537,Sr. Data Scientist,3.5,Evolve Vacation Rental,"Denver, CO","Denver, CO",201 to 500 employees,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,66000,112000
538,"Intelligence Data Analyst, Senior",4.3,The Buffalo Group,"Fort Belvoir, VA","Reston, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),66000,112000
539,Data Science Analyst,4.4,OppLoans,"Chicago, IL","Chicago, IL",201 to 500 employees,2012,Company - Private,Lending,Finance,$100 to $500 million (USD),66000,112000
540,Data Scientist,3.8,AgreeYa Solutions,"Thousand Oaks, CA","Folsom, CA",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),66000,112000
541,Data Scientist,3.7,Carolina Power & Light Co,"McLean, VA","Raleigh, NC",5001 to 10000 employees,1908,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,66000,112000
542,COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),66000,112000
543,Data Scientist,3.9,Brillient,"Silver Spring, MD","Reston, VA",501 to 1000 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),66000,112000
544,Data Modeler (Analytical Systems),3.7,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),66000,112000
545,Data Scientist,2.9,Xator Corporation,"Washington, DC","Reston, VA",501 to 1000 employees,Unknown,Contract,IT Services,Information Technology,$25 to $50 million (USD),66000,112000
546,Data Scientist,4.6,HAN IT Staffing Inc.,"New York, NY","Totowa, NJ",51 to 200 employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,66000,112000
547,Data Scientist,3.4,Infinitive Inc,"McLean, VA","Cedar Rapids, IA",201 to 500 employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),66000,112000
548,"Data Engineer (Analytics, SQL, Python, AWS)",4.0,Travelers,"Hartford, CT","Hartford, CT",10000+ employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),66000,112000
549,Data Scientist 3 (718),3.3,Amyris,"Emeryville, CA","Emeryville, CA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),128000,201000
550,Data Scientist,4.3,Lightspeed Systems,"Austin, TX","Austin, TX",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),128000,201000
551,Senior Data Scientist,3.9,Thumbtack,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,128000,201000
552,Senior Data Analyst - Finance & Platform Analytics,3.6,Twitch,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,128000,201000
553,Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),4.7,New Relic,"Portland, OR","San Francisco, CA",1001 to 5000 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),128000,201000
554,IT Partner Digital Health Technology and Data Science,3.6,Biogen,"Cambridge, MA","Cambridge, MA",5001 to 10000 employees,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),128000,201000
555,Data Scientist,1.0,HireAi,"San Francisco, CA",Unknown,-1,Unknown,-1,Unknown,Unknown,-1,128000,201000
556,"Senior Machine Learning Scientist - Bay Area, CA",3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,128000,201000
557,Data Scientist,3.3,ICW Group,"San Diego, CA","San Diego, CA",501 to 1000 employees,1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),128000,201000
558,Clinical Data Analyst,3.8,NYSTEC,"New York, NY","Rome, NY",51 to 200 employees,1996,Nonprofit Organization,Consulting,Business Services,$25 to $50 million (USD),128000,201000
559,Data Scientist,4.5,E3 Federal Solutions,"Chantilly, VA","McLean, VA",501 to 1000 employees,2004,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,128000,201000
560,Data Engineer,4.5,Kingfisher Systems,"Falls Church, VA","Falls Church, VA",51 to 200 employees,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),128000,201000
561,Data Scientist Technical Specialist,3.4,Peraton,"Chantilly, VA","Herndon, VA",1001 to 5000 employees,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),128000,201000
562,Senior Data Scientist,3.1,Group O,"Chicago, IL","Milan, IL",1001 to 5000 employees,1974,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),128000,201000
563,Data Science Manager,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),128000,201000
564,Computer Vision / Deep Learning Scientist,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,128000,201000
565,Big Data Engineer,4.1,CaptiveAire,"Raleigh, NC","Raleigh, NC",1001 to 5000 employees,1976,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),128000,201000
566,Data Architect,4.2,LSQ,"Orlando, FL","Orlando, FL",51 to 200 employees,1996,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),128000,201000
567,Machine Learning Engineer,3.9,Temboo,"New York, NY","New York, NY",1 to 50 employees,Unknown,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,128000,201000
568,Data Scientist,1.0,Kibo,"Philadelphia, PA","Marbella, Spain",Unknown,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,128000,201000
569,Aviation AI/ML Data Scientist,3.3,MITRE,"McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),128000,201000
570,Data Scientist,3.9,Mars,United States,"Mc Lean, VA",10000+ employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),138000,158000
571,Data Scientist / Applied Mathematician,4.5,"Fullpower Technologies, Inc.","Santa Cruz, CA","Santa Cruz, CA",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),138000,158000
572,"Machine Learning Engineer, Sr.",4.2,AeroVironment,"Simi Valley, CA","Simi Valley, CA",501 to 1000 employees,1971,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),138000,158000
573,Data Scientist (TS/SCI w/ Poly),3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,Unknown,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),138000,158000
574,Weapons and Sensors Engineer/Scientist,4.0,Dynetics,"Huntsville, AL","Huntsville, AL",1001 to 5000 employees,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),138000,158000
575,Applied Computer Scientist,4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),138000,158000
